,# of features removed,AOPC-global,aggregation
23,23,0.026337013843003215,probabilistic α=0.5
24,24,0.027110786872591358,probabilistic α=0.5
25,25,0.027937519749079213,probabilistic α=0.5
26,26,0.028725002574011047,probabilistic α=0.5
27,27,0.029500231567696416,probabilistic α=0.5
28,28,0.030230659329475197,probabilistic α=0.5
29,29,0.03091735422571703,probabilistic α=0.5
30,30,0.03159002099379111,probabilistic α=0.5
0,0,0.0,probabilistic α=0.95
1,1,0.002148746702774529,probabilistic α=0.95
2,2,0.003976168035606679,probabilistic α=0.95
3,3,0.0060584009127985766,probabilistic α=0.95
4,4,0.007719355116896395,probabilistic α=0.95
5,5,0.008927710685020912,probabilistic α=0.95
6,6,0.010016722343267547,probabilistic α=0.95
7,7,0.011151670487516842,probabilistic α=0.95
8,8,0.012348917518792328,probabilistic α=0.95
9,9,0.013461002315997636,probabilistic α=0.95
10,10,0.014459013498247537,probabilistic α=0.95
11,11,0.015487861439412021,probabilistic α=0.95
12,12,0.0164786758316205,probabilistic α=0.95
13,13,0.017422370261493864,probabilistic α=0.95
14,14,0.018401425207354608,probabilistic α=0.95
15,15,0.019304754068782994,probabilistic α=0.95
16,16,0.020190377987343067,probabilistic α=0.95
17,17,0.021133427766743724,probabilistic α=0.95
18,18,0.022044879090501724,probabilistic α=0.95
19,19,0.02297656306327967,probabilistic α=0.95
20,20,0.023864725267474702,probabilistic α=0.95
21,21,0.024679522752180685,probabilistic α=0.95
22,22,0.02546956550517445,probabilistic α=0.95
23,23,0.02623431384959439,probabilistic α=0.95
24,24,0.02683792843232953,probabilistic α=0.95
25,25,0.02750055980546888,probabilistic α=0.95
26,26,0.02817614309214133,probabilistic α=0.95
27,27,0.02885428077685684,probabilistic α=0.95
28,28,0.029573809783037433,probabilistic α=0.95
29,29,0.030260190306828263,probabilistic α=0.95
30,30,0.03092198524760984,probabilistic α=0.95
0,0,0.0,sum
1,1,0.002148746702774529,sum
2,2,0.003976168035606679,sum
3,3,0.0060584009127985766,sum
4,4,0.007719355116896395,sum
5,5,0.008927710685020912,sum
6,6,0.010016722343267547,sum
7,7,0.011151670487516842,sum
8,8,0.012348917518792328,sum
9,9,0.013461002315997636,sum
10,10,0.014459013498247537,sum
11,11,0.015487861439412021,sum
12,12,0.0164786758316205,sum
13,13,0.017422370261493864,sum
14,14,0.018401425207354608,sum
15,15,0.019304754068782994,sum
16,16,0.02026680310990582,sum
17,17,0.0212056070491641,sum
18,18,0.022113259463321027,sum
19,19,0.022938243560005893,sum
20,20,0.023733659554093883,sum
21,21,0.024501336352538004,sum
22,22,0.02529912634029884,sum
23,23,0.025926267410764304,sum
24,24,0.02654220385105265,sum
25,25,0.027216209246548804,sum
26,26,0.027902324035403474,sum
27,27,0.028590240972145336,sum
28,28,0.029318874799178052,sum
29,29,0.030013753155764197,sum
30,30,0.030683497682063972,sum
0,0,0.0,avg
1,1,5.47699422711605e-06,avg
2,2,7.963466309949894e-06,avg
3,3,2.411053626628136e-05,avg
4,4,8.334205732079918e-05,avg
5,5,0.00012282973802381106,avg
6,6,0.00015220100018202237,avg
7,7,0.00017609019012462015,avg
8,8,0.0001952749122891677,avg
9,9,0.00023190407437177597,avg
10,10,0.00026187538496868465,avg
11,11,0.0002873996150907025,avg
12,12,0.0003165111213527604,avg
13,13,0.0003416924085778167,avg
14,14,0.0003787243741241305,avg
15,15,0.00041288068923609985,avg
16,16,0.0004432422917124316,avg
17,17,0.00047037135036646335,avg
18,18,0.0004947422295947009,avg
19,19,0.0005171794607396693,avg
20,20,0.0005381405240594381,avg
21,21,0.0005575191385339746,avg
22,22,0.0005754027944283316,avg
23,23,0.0005918331416025518,avg
24,24,0.0006069743409625775,avg
25,25,0.0006210464029030206,avg
26,26,0.0006340728544444426,avg
27,27,0.0006462589225780274,avg
28,28,0.0006579535324037752,avg
29,29,0.0006688688008966423,avg
30,30,0.0006790587505673993,avg
0,0,0.0,avg_2e-3
1,1,0.00044180818787347597,avg_2e-3
2,2,0.0011534823575253873,avg_2e-3
3,3,0.0016315363967264916,avg_2e-3
4,4,0.00202173160673916,avg_2e-3
5,5,0.0022836512697499505,avg_2e-3
6,6,0.002724207283000618,avg_2e-3
7,7,0.003113003047180509,avg_2e-3
8,8,0.0035205231508268703,avg_2e-3
9,9,0.0042053323418575475,avg_2e-3
10,10,0.004787618388024786,avg_2e-3
11,11,0.005438315869410136,avg_2e-3
12,12,0.005992425664139836,avg_2e-3
13,13,0.006779313244599954,avg_2e-3
14,14,0.007492903260112103,avg_2e-3
15,15,0.00817338708696692,avg_2e-3
16,16,0.0088062886079176,avg_2e-3
17,17,0.009376367241421617,avg_2e-3
18,18,0.009944641713368658,avg_2e-3
19,19,0.010494164108113936,avg_2e-3
20,20,0.011023589748755683,avg_2e-3
21,21,0.011518905955787518,avg_2e-3
22,22,0.012005430623393301,avg_2e-3
23,23,0.012462095515521888,avg_2e-3
24,24,0.01290611399684976,avg_2e-3
25,25,0.013332995904975541,avg_2e-3
26,26,0.013761663179545924,avg_2e-3
27,27,0.014170667711755191,avg_2e-3
28,28,0.014771004973197747,avg_2e-3
29,29,0.01535177507743265,avg_2e-3
30,30,0.01590146216506306,avg_2e-3
0,0,0.0,avg_3e-3
1,1,0.00044180818787347597,avg_3e-3
2,2,0.0011534823575253873,avg_3e-3
3,3,0.0016315363967264916,avg_3e-3
4,4,0.002273227575787297,avg_3e-3
5,5,0.0028586953136980286,avg_3e-3
6,6,0.0037889040478313904,avg_3e-3
7,7,0.004516793572001854,avg_3e-3
8,8,0.005298524723774702,avg_3e-3
9,9,0.00636039688169846,avg_3e-3
10,10,0.007294263516276608,avg_3e-3
11,11,0.008118457256766734,avg_3e-3
12,12,0.008826223704101308,avg_3e-3
13,13,0.009511870485965324,avg_3e-3
14,14,0.010123190019362314,avg_3e-3
15,15,0.01068575073316105,avg_3e-3
16,16,0.011235184816527924,avg_3e-3
17,17,0.012076948003642347,avg_3e-3
18,18,0.012840215480841508,avg_3e-3
19,19,0.013571538387719942,avg_3e-3
20,20,0.014305796166588699,avg_3e-3
21,21,0.015009396995567324,avg_3e-3
22,22,0.01565108775645618,avg_3e-3
23,23,0.01625185832514717,avg_3e-3
24,24,0.016852796544819103,avg_3e-3
25,25,0.01750298595100657,avg_3e-3
26,26,0.01817607869620086,avg_3e-3
27,27,0.01893769788396887,avg_3e-3
28,28,0.019660144278159646,avg_3e-3
29,29,0.020408011021903316,avg_3e-3
30,30,0.021114166362713963,avg_3e-3
0,0,0.0,avg_4e-3
1,1,0.00044180818787347597,avg_4e-3
2,2,0.0011534823575253873,avg_4e-3
3,3,0.0019528928867765215,avg_4e-3
4,4,0.0031493528576111373,avg_4e-3
5,5,0.004269127451096585,avg_4e-3
6,6,0.005659898909586833,avg_4e-3
7,7,0.0067923874080693634,avg_4e-3
8,8,0.007734507189122448,avg_4e-3
9,9,0.008598719723231459,avg_4e-3
10,10,0.009867658896124414,avg_4e-3
11,11,0.010998990051420987,avg_4e-3
12,12,0.012072083766218617,avg_4e-3
13,13,0.013049529959930776,avg_4e-3
14,14,0.013976935964425036,avg_4e-3
15,15,0.014941020646593025,avg_4e-3
16,16,0.015902514824428143,avg_4e-3
17,17,0.016938813904845793,avg_4e-3
18,18,0.01787498315866145,avg_4e-3
19,19,0.018815202325926123,avg_4e-3
20,20,0.01970649514247574,avg_4e-3
21,21,0.02064593100337286,avg_4e-3
22,22,0.021653266289019642,avg_4e-3
23,23,0.022643009704320257,avg_4e-3
24,24,0.023632602656938898,avg_4e-3
25,25,0.024593111849413388,avg_4e-3
26,26,0.025496937682472073,avg_4e-3
27,27,0.026379201256091504,avg_4e-3
28,28,0.027294557179475477,avg_4e-3
29,29,0.028056912790051704,avg_4e-3
30,30,0.028770084167687535,avg_4e-3
0,0,0.0,probabilistic α=0.5
1,1,0.002148746702774529,probabilistic α=0.5
2,2,0.003976168035606679,probabilistic α=0.5
3,3,0.0060584009127985766,probabilistic α=0.5
4,4,0.007426155329962017,probabilistic α=0.5
5,5,0.008683377529242264,probabilistic α=0.5
6,6,0.009807293924028706,probabilistic α=0.5
7,7,0.011004055681607445,probabilistic α=0.5
8,8,0.012217704357983975,probabilistic α=0.5
9,9,0.01342183124941666,probabilistic α=0.5
10,10,0.014617743370834562,probabilistic α=0.5
11,11,0.015667362325264094,probabilistic α=0.5
12,12,0.016655813124145352,probabilistic α=0.5
13,13,0.017596867355354436,probabilistic α=0.5
14,14,0.018479392472308665,probabilistic α=0.5
15,15,0.01935635901155107,probabilistic α=0.5
16,16,0.020198886897649128,probabilistic α=0.5
17,17,0.021053419767877005,probabilistic α=0.5
18,18,0.021935030983665144,probabilistic α=0.5
19,19,0.02273733040371898,probabilistic α=0.5
20,20,0.02350843087600995,probabilistic α=0.5
21,21,0.024339423560327967,probabilistic α=0.5
22,22,0.025139755596596598,probabilistic α=0.5
23,23,0.02599515412526306,probabilistic α=0.5
24,24,0.02684120476144223,probabilistic α=0.5
25,25,0.027645009747183116,probabilistic α=0.5
26,26,0.028473517553502692,probabilistic α=0.5
27,27,0.02927576950052923,probabilistic α=0.5
28,28,0.029935041108523745,probabilistic α=0.5
29,29,0.030569539363586896,probabilistic α=0.5
30,30,0.03120089070918953,probabilistic α=0.5
0,0,0.0,probabilistic α=0.95
1,1,0.002148746702774529,probabilistic α=0.95
2,2,0.003976168035606679,probabilistic α=0.95
3,3,0.0060584009127985766,probabilistic α=0.95
4,4,0.007719355116896395,probabilistic α=0.95
5,5,0.008927710685020912,probabilistic α=0.95
6,6,0.010016722343267547,probabilistic α=0.95
7,7,0.011187305548441431,probabilistic α=0.95
8,8,0.012380593128503073,probabilistic α=0.95
9,9,0.013453081205345354,probabilistic α=0.95
10,10,0.01441638643081171,probabilistic α=0.95
11,11,0.015415371627066273,probabilistic α=0.95
12,12,0.016451193865134654,probabilistic α=0.95
13,13,0.017384774476102323,probabilistic α=0.95
14,14,0.0182700588627139,probabilistic α=0.95
15,15,0.01915506157724795,probabilistic α=0.95
16,16,0.020032720690771836,probabilistic α=0.95
17,17,0.02089648501693734,probabilistic α=0.95
18,18,0.021547951031483954,probabilistic α=0.95
19,19,0.022142062616265036,probabilistic α=0.95
20,20,0.02278549224246674,probabilistic α=0.95
21,21,0.02341356287376856,probabilistic α=0.95
22,22,0.024102610940865545,probabilistic α=0.95
23,23,0.02477258126429122,probabilistic α=0.95
24,24,0.02551167572387338,probabilistic α=0.95
25,25,0.026225316816568735,probabilistic α=0.95
26,26,0.026948131325052298,probabilistic α=0.95
27,27,0.02763988207863452,probabilistic α=0.95
28,28,0.028362522736815127,probabilistic α=0.95
29,29,0.02905734859822399,probabilistic α=0.95
30,30,0.02978941165257847,probabilistic α=0.95
0,0,0.0,sum
1,1,0.002148746702774529,sum
2,2,0.003976168035606679,sum
3,3,0.0060584009127985766,sum
4,4,0.007719355116896395,sum
5,5,0.008927710685020912,sum
6,6,0.010016722343267547,sum
7,7,0.011187305548441431,sum
8,8,0.012380593128503073,sum
9,9,0.013453081205345354,sum
10,10,0.01441638643081171,sum
11,11,0.015415371627066273,sum
12,12,0.01634925333861635,sum
13,13,0.017273776873787807,sum
14,14,0.018118300306758484,sum
15,15,0.019012787931039745,sum
16,16,0.01989881608257588,sum
17,17,0.020554536616742777,sum
18,18,0.021223999915510158,sum
19,19,0.02183430905608993,sum
20,20,0.022509623366889886,sum
21,21,0.023163955886703634,sum
22,22,0.02380410059775937,sum
23,23,0.024486508852147804,sum
24,24,0.0252370462082157,sum
25,25,0.025992120338445668,sum
26,26,0.026711346452242605,sum
27,27,0.027411553808425172,sum
28,28,0.02814206785523369,sum
29,29,0.028908681122392702,sum
30,30,0.029645539901773998,sum
0,0,0.0,avg
1,1,-7.604759751971029e-07,avg
2,2,9.301125788657032e-07,avg
3,3,1.927391922968636e-06,avg
4,4,4.7165572202768156e-06,avg
5,5,6.7178032175483e-06,avg
6,6,1.66637411669791e-05,avg
7,7,5.508774405450155e-05,avg
8,8,8.497307963368567e-05,avg
9,9,0.00011036994275618441,avg
10,10,0.0001316435734821146,avg
11,11,0.00016710608604619828,avg
12,12,0.0001971145165098476,avg
13,13,0.00022330586087119906,avg
14,14,0.00025662505561166443,avg
15,15,0.00028597934763495257,avg
16,16,0.00031230587052433076,avg
17,17,0.0003483807102742767,avg
18,18,0.00038472889867634616,avg
19,19,0.0004176323940091136,avg
20,20,0.00044752305246024905,avg
21,21,0.0004747004723128709,avg
22,22,0.000499595190796481,avg
23,23,0.000522993471821488,avg
24,24,0.0005448042204462717,avg
25,25,0.000565105418469339,avg
26,26,0.0005839271802111862,avg
27,27,0.000601427101792672,avg
28,28,0.0006178058158792589,avg
29,29,0.0006330897037969839,avg
30,30,0.000647713981053562,avg
0,0,0.0,avg_2e-3
1,1,0.00044180818787347597,avg_2e-3
2,2,0.0011534823575253873,avg_2e-3
3,3,0.0019528928867765215,avg_2e-3
4,4,0.002525945211114227,avg_2e-3
5,5,0.0029536072787420525,avg_2e-3
6,6,0.0033942310283701623,avg_2e-3
7,7,0.0037861979776843023,avg_2e-3
8,8,0.004117642640789832,avg_2e-3
9,9,0.004434700555847391,avg_2e-3
10,10,0.004842973758636307,avg_2e-3
11,11,0.005476346358091066,avg_2e-3
12,12,0.006380326704700013,avg_2e-3
13,13,0.007263969125766645,avg_2e-3
14,14,0.008080556018178111,avg_2e-3
15,15,0.008835729332716216,avg_2e-3
16,16,0.009567103802810107,avg_2e-3
17,17,0.01024903601043006,avg_2e-3
18,18,0.010866292018171594,avg_2e-3
19,19,0.011449417603456837,avg_2e-3
20,20,0.011989216220463611,avg_2e-3
21,21,0.01249396240600911,avg_2e-3
22,22,0.012974056143220279,avg_2e-3
23,23,0.013439711227607827,avg_2e-3
24,24,0.013895194423377024,avg_2e-3
25,25,0.014345964565904914,avg_2e-3
26,26,0.014998709943149514,avg_2e-3
27,27,0.015637316485981267,avg_2e-3
28,28,0.016240000646897755,avg_2e-3
29,29,0.016809104499402698,avg_2e-3
30,30,0.017352946273934085,avg_2e-3
0,0,0.0,avg_3e-3
1,1,0.00044180818787347597,avg_3e-3
2,2,0.0011534823575253873,avg_3e-3
3,3,0.0019528928867765215,avg_3e-3
4,4,0.0026217475465714355,avg_3e-3
5,5,0.003107522873559842,avg_3e-3
6,6,0.003688372414437198,avg_3e-3
7,7,0.004554671558089271,avg_3e-3
8,8,0.005759660459315512,avg_3e-3
9,9,0.006795180749281554,avg_3e-3
10,10,0.007742957129988439,avg_3e-3
11,11,0.008543926907504908,avg_3e-3
12,12,0.009264105837718847,avg_3e-3
13,13,0.009899716561150827,avg_3e-3
14,14,0.01048008978773831,avg_3e-3
15,15,0.011026271948856399,avg_3e-3
16,16,0.011881912523579181,avg_3e-3
17,17,0.012693015445051073,avg_3e-3
18,18,0.013431131954269123,avg_3e-3
19,19,0.014105316914296104,avg_3e-3
20,20,0.01473094731506612,avg_3e-3
21,21,0.01533558531289357,avg_3e-3
22,22,0.01592640392943833,avg_3e-3
23,23,0.016531508291999338,avg_3e-3
24,24,0.017087538308025067,avg_3e-3
25,25,0.017612466123851096,avg_3e-3
26,26,0.018231220976101574,avg_3e-3
27,27,0.018872345950391545,avg_3e-3
28,28,0.019561347213500595,avg_3e-3
29,29,0.020247571200024007,avg_3e-3
30,30,0.02096272270447637,avg_3e-3
0,0,0.0,avg_4e-3
1,1,0.00044180818787347597,avg_4e-3
2,2,0.0011534823575253873,avg_4e-3
3,3,0.0019528928867765215,avg_4e-3
4,4,0.002480385868877359,avg_4e-3
5,5,0.0031048092639551304,avg_4e-3
6,6,0.0040429788787233484,avg_4e-3
7,7,0.005344200080113444,avg_4e-3
8,8,0.0064357364852967135,avg_4e-3
9,9,0.007419551367251464,avg_4e-3
10,10,0.008274641592496263,avg_4e-3
11,11,0.009515944709884868,avg_4e-3
12,12,0.010627973080825848,avg_4e-3
13,13,0.011644818801679427,avg_4e-3
14,14,0.012626896956496074,avg_4e-3
15,15,0.013680658616245244,avg_4e-3
16,16,0.014718366886469755,avg_4e-3
17,17,0.015783527151541885,avg_4e-3
18,18,0.016851281179890144,avg_4e-3
19,19,0.0178211030063329,avg_4e-3
20,20,0.018832219816767425,avg_4e-3
21,21,0.019815056371980107,avg_4e-3
22,22,0.02079859367246337,avg_4e-3
23,23,0.021839918437401875,avg_4e-3
24,24,0.02283733563868286,avg_4e-3
25,25,0.023779687020566338,avg_4e-3
26,26,0.024700636898881603,avg_4e-3
27,27,0.02562566044826833,avg_4e-3
28,28,0.02652972704228652,avg_4e-3
29,29,0.027285646093513007,avg_4e-3
30,30,0.02807486084156784,avg_4e-3
0,0,0.0,probabilistic α=0.5
1,1,0.002148746702774529,probabilistic α=0.5
2,2,0.003976168035606679,probabilistic α=0.5
3,3,0.0060584009127985766,probabilistic α=0.5
4,4,0.007426155329962017,probabilistic α=0.5
5,5,0.008683377529242264,probabilistic α=0.5
6,6,0.009807293924028706,probabilistic α=0.5
7,7,0.011004055681607445,probabilistic α=0.5
8,8,0.01200485738569308,probabilistic α=0.5
9,9,0.013060094110509924,probabilistic α=0.5
10,10,0.014134741445876342,probabilistic α=0.5
11,11,0.015224610560719061,probabilistic α=0.5
12,12,0.016275347434734484,probabilistic α=0.5
13,13,0.01727707049603511,probabilistic α=0.5
14,14,0.018256161890546997,probabilistic α=0.5
15,15,0.019195874404287116,probabilistic α=0.5
16,16,0.02003745028324729,probabilistic α=0.5
17,17,0.020941490202925784,probabilistic α=0.5
18,18,0.021829516212368002,probabilistic α=0.5
19,19,0.022677533687084413,probabilistic α=0.5
20,20,0.023490002024952068,probabilistic α=0.5
21,21,0.02432988466108885,probabilistic α=0.5
22,22,0.025140765504292985,probabilistic α=0.5
23,23,0.025945929145368182,probabilistic α=0.5
24,24,0.026735345562861727,probabilistic α=0.5
25,25,0.02755156373937674,probabilistic α=0.5
26,26,0.028333149035419572,probabilistic α=0.5
27,27,0.029080093446614868,probabilistic α=0.5
28,28,0.02978960892540271,probabilistic α=0.5
29,29,0.030480411426508886,probabilistic α=0.5
30,30,0.031133002523792884,probabilistic α=0.5
