# of features removed,AOPC-global,percent
0,0.0,5
1,0.0086760707354529,5
2,0.0110781993864758,5
3,0.0124756244051948,5
4,0.0141881456732775,5
5,0.0155051356617629,5
6,0.0173329986412208,5
7,0.0195968972374514,5
8,0.0227431323723182,5
9,0.0259127370048228,5
10,0.0286902868797976,5
11,0.0311658277560862,5
12,0.0334781188709073,5
13,0.0354384617460017,5
14,0.037159804927574,5
15,0.0388884133627467,5
16,0.0415055991588427,5
17,0.0438395710683065,5
18,0.0465814247836302,5
19,0.0490491268498173,5
20,0.0514552204104937,5
21,0.0536425960336345,5
22,0.0557427755443677,5
23,0.057754091684032,5
24,0.0595973761735274,5
25,0.0613324387025692,5
26,0.0630195403930363,5
27,0.0645568836277262,5
28,0.0659772393292391,5
29,0.0675258456018596,5
30,0.0690405828133753,5
0,0.0,10
1,0.0086760707354529,10
2,0.0110781993864758,10
3,0.0124756244051948,10
4,0.0141881456732775,10
5,0.015464264926126,10
6,0.0165706700264185,10
7,0.0180353793088817,10
8,0.0200479228186725,10
9,0.0221820990216311,10
10,0.0238574590399171,10
11,0.0263147335207096,10
12,0.0297940836132712,10
13,0.0329769473012626,10
14,0.0359486715292634,10
15,0.0385864143005537,10
16,0.0412206782552029,10
17,0.043724016101263,10
18,0.0461400957977133,10
19,0.0486604927358401,10
20,0.0514761720740378,10
21,0.0543409382039999,10
22,0.0571974223620591,10
23,0.0600860091360893,10
24,0.0627514561435443,10
25,0.0656942785749149,10
26,0.0685062888449578,10
27,0.071183676468885,10
28,0.0738396152725288,10
29,0.0766802408311842,10
30,0.0793441654129755,10
0,0.0,25
1,0.0086760707354529,25
2,0.0110781993864758,25
3,0.014182088282293,25
4,0.0161626550982747,25
5,0.0175221696109283,25
6,0.019361922342688,25
7,0.0211433389320462,25
8,0.0233190922872867,25
9,0.0250065840717004,25
10,0.026440429708009,25
11,0.0285238083347093,25
12,0.030512777695878,25
13,0.0326928815782285,25
14,0.0353715478012389,25
15,0.0378903110382868,25
16,0.0401825800471733,25
17,0.0425600920086987,25
18,0.045413309366708,25
19,0.0481297725191063,25
20,0.0508405467389445,25
21,0.0536177969188393,25
22,0.0563752653319714,25
23,0.0589928052240923,25
24,0.0615515073212213,25
25,0.0640313528264325,25
26,0.06633347154139,25
27,0.0685025114079652,25
28,0.0715203001529573,25
29,0.0744922167086227,25
30,0.0773502218366081,25
0,0.0,50
1,0.0086760707354529,50
2,0.0110781993864758,50
3,0.014182088282293,50
4,0.0160109978296981,50
5,0.0173957885537811,50
6,0.0192535957222761,50
7,0.0206599629424618,50
8,0.0222157052578245,50
9,0.0241331032168679,50
10,0.0256310992174051,50
11,0.0274989527234578,50
12,0.029551702218429,50
13,0.0320349945397734,50
14,0.034396035827069,50
15,0.0371601736156048,50
16,0.0406344043933449,50
17,0.044704014837434,50
18,0.04870312143468,50
19,0.0524815781816558,50
20,0.0560932989079746,50
21,0.0594261753607376,50
22,0.062745121446212,50
23,0.0660839392770995,50
24,0.0693612363079575,50
25,0.0724865566261559,50
26,0.0756266740516374,50
27,0.0786878185849817,50
28,0.0816601534922006,50
29,0.0845062297875982,50
30,0.0872424670862807,50
0,0.0,75
1,0.0086760707354529,75
2,0.0141527089310451,75
3,0.01648797044072,75
4,0.0178557035564397,75
5,0.0189330433260657,75
6,0.0198477535299127,75
7,0.0211798510241438,75
8,0.0228241206050536,75
9,0.0246806770293741,75
10,0.0261288935924107,75
11,0.0282402778534373,75
12,0.0305987016179413,75
13,0.0338463515132258,75
14,0.0377596399016027,75
15,0.0418699614068039,75
16,0.0458891046617101,75
17,0.0496667873131123,75
18,0.0532601328332836,75
19,0.0568341261913456,75
20,0.0602385827267267,75
21,0.0633830371877283,75
22,0.06645653135122,75
23,0.0694947945311296,75
24,0.0725378521896212,75
25,0.0756047680288412,75
26,0.0785266720375154,75
27,0.0812230243163908,75
28,0.0837376068836305,75
29,0.0861940006585897,75
30,0.0885676867592047,75
0,0.0,100
1,0.0086760707354529,100
2,0.0141527089310451,100
3,0.01648797044072,100
4,0.0178557035564397,100
5,0.0189330433260657,100
6,0.0198477535299127,100
7,0.0211798510241438,100
8,0.0228241206050536,100
9,0.0246806770293741,100
10,0.0261288935924107,100
11,0.0285728236941797,100
12,0.0315151968807075,100
13,0.0352131366515239,100
14,0.0390353060306809,100
15,0.0430658984028147,100
16,0.0470146924226614,100
17,0.0507525804591263,100
18,0.0542887789716126,100
19,0.0576507433048416,100
20,0.0610163133110086,100
21,0.0641254163818155,100
22,0.0672100893158707,100
23,0.0700482579730566,100
24,0.0726699695542912,100
25,0.0752564167211693,100
26,0.0778781324877211,100
27,0.0802866612164434,100
28,0.0827742936074482,100
29,0.0851653214275918,100
30,0.0876241696250973,100
0,0.0,5
1,0.0086760707354529,5
2,0.0110781993864758,5
3,0.0124756244051948,5
4,0.0141881456732775,5
5,0.01665588909718,5
6,0.0190418749149622,5
7,0.0210921639769752,5
8,0.0233430900134461,5
9,0.0253182647737464,5
10,0.0271814585683966,5
11,0.0287015335520915,5
12,0.0310823855435365,5
13,0.0343126973895349,5
14,0.0372953032913953,5
15,0.0399270713852488,5
16,0.0428856384561213,5
17,0.0455150321190173,5
18,0.0479145998486567,5
19,0.0502936595113019,5
20,0.0525681159278594,5
21,0.0546050061363905,5
22,0.0565881738409109,5
23,0.0585280711439617,5
24,0.0603255015361208,5
25,0.0619846939922644,5
26,0.0636337123920523,5
27,0.0651649577809827,5
28,0.0665844813538388,5
29,0.0679349404487009,5
30,0.0691854542189194,5
0,0.0,10
1,0.0086760707354529,10
2,0.0110781993864758,10
3,0.0124756244051948,10
4,0.013440232798171,10
5,0.0152672979046338,10
6,0.0172395462434746,10
7,0.0192913196951948,10
8,0.0211454260904323,10
9,0.0231698519662149,10
10,0.024755416262266,10
11,0.0273138028082138,10
12,0.0295353102498062,10
13,0.0316349320405974,10
14,0.0336562223196828,10
15,0.0364756318347198,10
16,0.0395540221382197,10
17,0.042685456058822,10
18,0.0457511477923229,10
19,0.0486414607902973,10
20,0.0513518524160477,10
21,0.054323429939806,10
22,0.0570450603078577,10
23,0.0595510449554226,10
24,0.0619819843575307,10
25,0.0644594208225383,10
26,0.0667797767140104,10
27,0.0689358592698389,10
28,0.0713014232414977,10
29,0.0736093812840816,10
30,0.0759008025154176,10
0,0.0,25
1,0.0086760707354529,25
2,0.0110781993864758,25
3,0.014182088282293,25
4,0.0160109978296981,25
5,0.0173957885537811,25
6,0.0192535957222761,25
7,0.0206599629424618,25
8,0.0224889411644322,25
9,0.0249553492630247,25
10,0.0274261740022872,25
11,0.0294274072711309,25
12,0.0313468690218057,25
13,0.0331910999993628,25
14,0.0352339011140324,25
15,0.0370955473765778,25
16,0.0394345671890942,25
17,0.0418536354205129,25
18,0.0443183421194565,25
19,0.0472529860491087,25
20,0.0500767169270097,25
21,0.053796462487505,25
22,0.0574320137451806,25
23,0.0609502429171267,25
24,0.0644532455384267,25
25,0.06784644627382,25
26,0.0710364221079857,25
27,0.0740317543901524,25
28,0.0769305840523201,25
29,0.0796411040395739,25
30,0.0822393485158922,25
0,0.0,50
1,0.0086760707354529,50
2,0.0110781993864758,50
3,0.014182088282293,50
4,0.0160109978296981,50
5,0.0173957885537811,50
6,0.0185301065822402,50
7,0.0200269099449303,50
8,0.0217992840901972,50
9,0.0237583241660033,50
10,0.0260381154575579,50
11,0.0287834118751849,50
12,0.0315802490579276,50
13,0.0339186451764507,50
14,0.0370714515269616,50
15,0.0400361042580394,50
16,0.0436692006035222,50
17,0.047570211258157,50
18,0.0514184654122071,50
19,0.0550611549603066,50
20,0.0585500386971657,50
21,0.061771245159511,50
22,0.0649582733641012,50
23,0.0679827081198542,50
24,0.0710148467624865,50
25,0.0740792389125026,50
26,0.0770688381127022,50
27,0.0799664131455567,50
28,0.082735289657686,50
29,0.0854702973410151,50
30,0.0881212021264522,50
0,0.0,75
1,0.0086760707354529,75
2,0.0141527089310451,75
3,0.01648797044072,75
4,0.0178557035564397,75
5,0.0189330433260657,75
6,0.0198477535299127,75
7,0.0211798510241438,75
8,0.0228241206050536,75
9,0.0246806770293741,75
10,0.0268766180606223,75
11,0.0286406783297402,75
12,0.0314143322925695,75
13,0.0345155456644082,75
14,0.0376285586490553,75
15,0.0414302317204946,75
16,0.0454752414275366,75
17,0.0492986545192862,75
18,0.0529113754496588,75
19,0.0563422099589855,75
20,0.0597700910768599,75
21,0.0629358406128554,75
22,0.0660722342325176,75
23,0.0691265097923731,75
24,0.0720199283617691,75
25,0.0749477749369346,75
26,0.0776407614855359,75
27,0.0803774724190702,75
28,0.0829372619455249,75
29,0.0855725814957215,75
30,0.0882789858707529,75
0,0.0,100
1,0.0086760707354529,100
2,0.0141527089310451,100
3,0.01648797044072,100
4,0.0178557035564397,100
5,0.0189330433260657,100
6,0.0198477535299127,100
7,0.0213470241889367,100
8,0.0229727189737585,100
9,0.0248144155612085,100
10,0.0262504740758965,100
11,0.0286842724707084,100
12,0.0314545730380786,100
13,0.0349796469918411,100
14,0.0387666515281648,100
15,0.0424971937946597,100
16,0.0464794410267508,100
17,0.0502470652518774,100
18,0.0538098698279032,100
19,0.0571957796183176,100
20,0.0605830145619381,100
21,0.0639183860358785,100
22,0.0670120602893223,100
23,0.0701268777501755,100
24,0.0730913230056235,100
25,0.0758377902387636,100
26,0.0785268147257313,100
27,0.0809912346227347,100
28,0.0832793408938194,100
29,0.0856569195460672,100
30,0.08811988053365,100
0,0.0,5
1,0.0086760707354529,5
2,0.0137182232652567,5
3,0.0154756267192899,5
4,0.0165881475245535,5
5,0.01865589063991,5
6,0.0203097055033385,5
7,0.0222015157418044,5
8,0.0238363888782721,5
9,0.0253345882418842,5
10,0.0265901838052611,5
11,0.0281440331061705,5
12,0.0297643693618527,5
13,0.0314075083902134,5
14,0.0329773553300424,5
15,0.0342984421041274,5
16,0.0354911656603101,5
17,0.0373775437513762,5
18,0.0390654107604429,5
19,0.0406714060001509,5
20,0.0421244131852463,5
21,0.0438500578035664,5
22,0.0454178125187776,5
23,0.0470487204338382,5
24,0.0494664435314408,5
25,0.0517974829987718,5
26,0.0539250270909174,5
27,0.0558720258325296,5
28,0.0578229372301875,5
29,0.0597909796895301,5
30,0.0616495192185767,5
0,0.0,10
1,0.0086760707354529,10
2,0.0110781993864758,10
3,0.0136035307051865,10
4,0.0150904707132708,10
5,0.0162162024594538,10
6,0.0180528930047488,10
7,0.0196326578192694,10
8,0.0214488377562763,10
9,0.0230515431669944,10
10,0.0243057715393871,10
11,0.0266568594147049,10
12,0.029083715209331,10
13,0.0314387448274279,10
14,0.0342556860195038,10
15,0.0367653877289066,10
16,0.0399960402068355,10
17,0.0431053536437947,10
18,0.0460859068319819,10
19,0.0492878693838901,10
20,0.0524408641049171,10
21,0.0554376344040928,10
22,0.0584178689571063,10
23,0.0611582622661281,10
24,0.0637742925629038,10
25,0.0662510152337673,10
26,0.06870543409707,10
27,0.0709644195700577,10
28,0.0731004488768835,10
29,0.0750525311212822,10
30,0.0769219999283546,10
0,0.0,25
1,0.0086760707354529,25
2,0.0110781993864758,25
3,0.014182088282293,25
4,0.0171039894880224,25
5,0.0191772560144544,25
6,0.0207805678314247,25
7,0.0219960635379668,25
8,0.0236765861382145,25
9,0.0249543523648674,25
10,0.026910680156979,25
11,0.0295368583721865,25
12,0.0321105067880729,25
13,0.034747819542579,25
14,0.0372634906114467,25
15,0.0398467051529465,25
16,0.0424871506229784,25
17,0.0449941091818438,25
18,0.0474108635178702,25
19,0.0496459898628642,25
20,0.051794819254833,25
21,0.0540091696135525,25
22,0.0566851437001825,25
23,0.0593567495006943,25
24,0.0619008938267591,25
25,0.0643673013894497,25
26,0.0666801762226395,25
27,0.0688874205893811,25
28,0.0719713025737009,25
29,0.0750844401697335,25
30,0.0780038427676206,25
0,0.0,50
1,0.0086760707354529,50
2,0.0110781993864758,50
3,0.014182088282293,50
4,0.0160109978296981,50
5,0.0173957885537811,50
6,0.0192535957222761,50
7,0.0206832726971058,50
8,0.0223827176476865,50
9,0.0244055115525871,50
10,0.0266264676271795,50
11,0.0284113737657511,50
12,0.0303939370266996,50
13,0.0328170697188819,50
14,0.0351259726609036,50
15,0.03821221782111,50
16,0.0416245636455851,50
17,0.0456391652423276,50
18,0.0495890533972107,50
19,0.0531983961083262,50
20,0.056741031090883,50
21,0.0601127416358306,50
22,0.0634736720609702,50
23,0.0667359223646714,50
24,0.0699092755646066,50
25,0.0729580272576593,50
26,0.0760283201748285,50
27,0.0789537936874753,50
28,0.0817597293730239,50
29,0.0843569243732422,50
30,0.0868682520298238,50
0,0.0,75
1,0.0086760707354529,75
2,0.0141527089310451,75
3,0.01648797044072,75
4,0.0178557035564397,75
5,0.0189330433260657,75
6,0.0205712426699487,75
7,0.0218129040216752,75
8,0.0233868343806371,75
9,0.0245847307514707,75
10,0.0261666748718596,75
11,0.0279898970733744,75
12,0.0308136111328473,75
13,0.0340459103484956,75
14,0.0375227789788435,75
15,0.0409637528388856,75
16,0.0442142436623151,75
17,0.048084974147017,75
18,0.0519061355174428,75
19,0.0555478287412969,75
20,0.0590135375362041,75
21,0.0622136758695022,75
22,0.0653814679562667,75
23,0.0684645254442993,75
24,0.0715687345210494,75
25,0.0746945862661683,75
26,0.0775648064305817,75
27,0.0803044981013839,75
28,0.0829623370491455,75
29,0.0855243835371015,75
30,0.0879980512206554,75
0,0.0,100
1,0.0086760707354529,100
2,0.0141527089310451,100
3,0.01648797044072,100
4,0.0178557035564397,100
5,0.0189330433260657,100
6,0.0198477535299127,100
7,0.0211798510241438,100
8,0.0228241206050536,100
9,0.0240782883534455,100
10,0.0264277959318893,100
11,0.0288468175053684,100
12,0.031604614608534,100
13,0.034780413575919,100
14,0.0379580674100396,100
15,0.0417867063278037,100
16,0.0458107469402982,100
17,0.0495927827984455,100
18,0.0533345858187961,100
19,0.0569048565275825,100
20,0.0603804177700351,100
21,0.0637560108907107,100
22,0.0669042686896271,100
23,0.0699842108923241,100
24,0.0728117999360346,100
25,0.0756839540665185,100
26,0.0783138558402694,100
27,0.0808249577764313,100
28,0.0833561093016833,100
29,0.0857283083137269,100
30,0.0880291558523387,100
