,# of features removed,AOPC-global,percents-remove
0,0,0.0,50
1,1,0.004339284677402602,50
2,2,0.02440044996373658,50
3,3,0.04250435424285337,50
4,4,0.05562718073728815,50
5,5,0.06719858081063901,50
6,6,0.07663261261883024,50
7,7,0.08412758269003734,50
8,8,0.09070844055988876,50
9,9,0.09637092354450567,50
10,10,0.10134720352876761,50
11,11,0.10714590356087156,50
12,12,0.11240672686231604,50
13,13,0.1171063623029454,50
14,14,0.1216102922618704,50
15,15,0.1257043717368126,50
16,16,0.1295447857987444,50
17,17,0.1332192449949304,50
18,18,0.1367214365669977,50
19,19,0.1401399079310838,50
20,20,0.14390227618600548,50
21,21,0.14787106971185474,50
22,22,0.15199363539296554,50
23,23,0.1561476581672225,50
24,24,0.16004002555521535,50
25,25,0.1638116942080433,50
26,26,0.1674755704299262,50
27,27,0.17158254949526616,50
28,28,0.17556548061898153,50
29,29,0.17948408041948613,50
30,30,0.18335268892399026,50
0,0,0.0,75
1,1,0.004339284677402602,75
2,2,0.02440044996373658,75
3,3,0.04250435424285337,75
4,4,0.05562718073728815,75
5,5,0.06719858081063901,75
6,6,0.07663261261883024,75
7,7,0.08592651602049092,75
8,8,0.0935279486351725,75
9,9,0.10112146005896061,75
10,10,0.10784281874482589,75
11,11,0.11444945868890112,75
12,12,0.12156443099101309,75
13,13,0.12794711917049176,75
14,14,0.13392964428138748,75
15,15,0.13965056399262615,75
16,16,0.14492059508873845,75
17,17,0.1498609006500402,75
18,18,0.15462136818676772,75
19,19,0.15903903979739636,75
20,20,0.16323006808958979,75
21,21,0.16726626994267327,75
22,22,0.17118159762313823,75
23,23,0.17487274183748633,75
24,24,0.17845634013630413,75
25,25,0.18191334806324008,75
26,26,0.185286376427503,75
27,27,0.18855541853414765,75
28,28,0.1919790635312881,75
29,29,0.19627943888281915,75
30,30,0.20050519225763838,75
0,0,0.0,100
1,1,0.004339284677402602,100
2,2,0.02440044996373658,100
3,3,0.04250435424285337,100
4,4,0.05562718073728815,100
5,5,0.06719858081063901,100
6,6,0.07663261261883024,100
7,7,0.08543256318619925,100
8,8,0.09264981026309843,100
9,9,0.10033113552409394,100
10,10,0.10697748954557734,100
11,11,0.11298222979101559,100
12,12,0.11899132480409796,100
13,13,0.125557806282642,100
14,14,0.13150053909506879,100
15,15,0.13712311345158051,100
16,16,0.1425418181089308,100
17,17,0.14761427794688853,100
18,18,0.15229305867303375,100
19,19,0.1568271457593491,100
20,20,0.16112350233906858,100
21,21,0.1652554571808121,100
22,22,0.1692582115030971,100
23,23,0.17336003613445725,100
24,24,0.17723172488227357,100
25,25,0.18098611605489012,100
26,26,0.18460595406393165,100
27,27,0.1881331810602452,100
28,28,0.19157138597027887,100
29,29,0.1950152711036485,100
30,30,0.19832892675175828,100
0,0,0.0,5
1,1,0.005319614247221121,5
2,2,0.010935405817299002,5
3,3,0.015267565365238912,5
4,4,0.018685798134230235,5
5,5,0.021627614461450725,5
6,6,0.02410962848824787,5
7,7,0.027055960177696375,5
8,8,0.02986231043607146,5
9,9,0.032736137585271094,5
10,10,0.035325922472254585,5
11,11,0.0377988042918516,5
12,12,0.040140774958092665,5
13,13,0.0444982797684798,5
14,14,0.04849848858551595,5
15,15,0.05301692879518409,5
16,16,0.057427060418843136,5
17,17,0.061901997044790526,5
18,18,0.06590588771011187,5
19,19,0.06950938930890108,5
20,20,0.07276970027923417,5
21,21,0.07573361934317335,5
22,22,0.07843980631459609,5
23,23,0.08092047770506691,5
24,24,0.08320269538430008,5
25,25,0.0853093578574384,5
26,26,0.08725997125849239,5
27,27,0.08907125513089967,5
28,28,0.09075762287417542,5
29,29,0.09233156610123278,5
30,30,0.09380396460396385,5
0,0,0.0,10
1,1,0.004339284677402602,10
2,2,0.009332122401350883,10
3,3,0.013352805026225992,10
4,4,0.026934053236273237,10
5,5,0.041480964990334816,10
6,6,0.05352002832132097,10
7,7,0.0630611614697027,10
8,8,0.07243793033477333,10
9,9,0.08033714211556561,10
10,10,0.08704240780452997,10
11,11,0.09315408499741658,10
12,12,0.09852728796170693,10
13,13,0.10340265714290788,10
14,14,0.10785168174798267,10
15,15,0.11207770196395497,10
16,16,0.1159822188612492,10
17,17,0.1196793357440728,10
18,18,0.12323111561287478,10
19,19,0.12683382148343242,10
20,20,0.1303113130787986,10
21,21,0.13364872866450223,10
22,22,0.13703194787999012,10
23,23,0.14013323216085405,10
24,24,0.14298641369924886,10
25,25,0.14562011973469022,10
26,26,0.14805873643417294,10
27,27,0.1503231662265498,10
28,28,0.15243142844703853,10
29,29,0.15439913985282805,10
30,30,0.15623990213566338,10
0,0,0.0,25
1,1,0.004339284677402602,25
2,2,0.009332122401350883,25
3,3,0.025789594058724857,25
4,4,0.04225537258998534,25
5,5,0.05605540735455333,25
6,6,0.06687870794784663,25
7,7,0.07532931046175129,25
8,8,0.0823569663282479,25
9,9,0.08837688771018096,25
10,10,0.09435126743599848,25
11,11,0.09953410488869019,25
12,12,0.10427701101494469,25
13,13,0.108671287877851,25
14,14,0.11302077345015005,25
15,15,0.11706865526204652,25
16,16,0.12079493832078082,25
17,17,0.1243170084266185,25
18,18,0.12771216749495937,25
19,19,0.13108218412771594,25
20,20,0.1343491473650716,25
21,21,0.1376704009743242,25
22,22,0.1409652813371682,25
23,23,0.14536680502919186,25
24,24,0.15020917228558076,25
25,25,0.1548840489447286,25
26,26,0.15932324896299205,25
27,27,0.16387629910999207,25
28,28,0.16814382101919134,25
29,29,0.17223869379179432,25
30,30,0.17620085972532992,25
0,0,0.0,50
1,1,0.004339284677402602,50
2,2,0.02440044996373658,50
3,3,0.04250435424285337,50
4,4,0.05562718073728815,50
5,5,0.06719858081063901,50
6,6,0.0759432336802481,50
7,7,0.08334708962373157,50
8,8,0.09001466894539474,50
9,9,0.09733089245698809,50
10,10,0.10367852686532424,50
11,11,0.10928294995271513,50
12,12,0.11423015537677493,50
13,13,0.11879954592351438,50
14,14,0.12292303454229693,50
15,15,0.1267870049088027,50
16,16,0.13061184017307223,50
17,17,0.13422701857068445,50
18,18,0.13818772627853773,50
19,19,0.14198469159869065,50
20,20,0.14570746605745313,50
21,21,0.14937760053928248,50
22,22,0.15293002030526737,50
23,23,0.15756762178350348,50
24,24,0.16229318900838927,50
25,25,0.1674142753721517,50
26,26,0.17230697880282497,50
27,27,0.1770499656573939,50
28,28,0.18188192595789435,50
29,29,0.1864867774458176,50
30,30,0.19089087993498507,50
0,0,0.0,75
1,1,0.004339284677402602,75
2,2,0.02440044996373658,75
3,3,0.04250435424285337,75
4,4,0.05562718073728815,75
5,5,0.06719858081063901,75
6,6,0.07790719433499675,75
7,7,0.08635810069332875,75
8,8,0.09391157945547278,75
9,9,0.1006306554982093,75
10,10,0.1075029589259418,75
11,11,0.11356137568966536,75
12,12,0.11911798546900261,75
13,13,0.1244364626960973,75
14,14,0.13036724966242122,75
15,15,0.13579273406828773,75
16,16,0.1407366918706098,75
17,17,0.145387154504098,75
18,18,0.14982663089011583,75
19,19,0.15442546981958946,75
20,20,0.1588857273950654,75
21,21,0.16305188210795832,75
22,22,0.16830653712171345,75
23,23,0.17331836966015432,75
24,24,0.17804871495609662,75
25,25,0.18256266605678234,75
26,26,0.1869143455078506,75
27,27,0.19117866010014778,75
28,28,0.19528253392500058,75
29,29,0.1992486772793338,75
30,30,0.20315364759632634,75
0,0,0.0,100
1,1,0.004339284677402602,100
2,2,0.02440044996373658,100
3,3,0.04250435424285337,100
4,4,0.05562718073728815,100
5,5,0.06719858081063901,100
6,6,0.07790719433499675,100
7,7,0.08635810069332875,100
8,8,0.09391157945547278,100
9,9,0.10146672779723087,100
10,10,0.10800984615751999,100
11,11,0.11402602231861203,100
12,12,0.11940715083686906,100
13,13,0.12441907119040548,100
14,14,0.1292813597519556,100
15,15,0.1337024257777793,100
16,16,0.13876934289130774,100
17,17,0.14352910269031274,100
18,18,0.1480663712770561,100
19,19,0.1527532231871827,100
20,20,0.157293111554678,100
21,21,0.16293700172265632,100
22,22,0.16854156213960927,100
23,23,0.17378116969573798,100
24,24,0.17878887147217512,100
25,25,0.18352623018944086,100
26,26,0.1881362261332464,100
27,27,0.1925828854975551,100
28,28,0.19687711364675664,100
29,29,0.2010936313478963,100
30,30,0.2051631429692433,100
0,0,0.0,5
1,1,0.005319614247221121,5
2,2,0.009125170680162786,5
3,3,0.01390988901238675,5
4,4,0.017599657051948502,5
5,5,0.02141228313944023,5
6,6,0.024703868471556846,5
7,7,0.027505684539579002,5
8,8,0.030649160298574587,5
9,9,0.03874836022333215,5
10,10,0.04561394059995525,5
11,11,0.051649985327585274,5
12,12,0.05929337715617707,5
13,13,0.06608453941786356,5
14,14,0.07197021337799187,5
15,15,0.07712017809310413,5
16,16,0.08166426460643848,5
17,17,0.08570345261829124,5
18,18,0.08931746294468582,5
19,19,0.09257007223844092,5
20,20,0.09551290921850507,5
21,21,0.09818821556401792,5
22,22,0.10063088657513837,5
23,23,0.10287000166866545,5
24,24,0.10492998755471035,5
25,25,0.10683151298798257,5
26,26,0.10859218468545685,5
27,27,0.11022709411882582,5
28,28,0.11174925117747969,5
29,29,0.11316993109888998,5
30,30,0.11449895425117701,5
0,0,0.0,10
1,1,0.005319614247221121,10
2,2,0.009985675447896561,10
3,3,0.026279758843634118,10
4,4,0.04264750441791275,10
5,5,0.054575507641701076,10
6,6,0.06368046497314087,10
7,7,0.0719515435400451,10
8,8,0.07928645846615988,10
9,9,0.08555218709578746,10
10,10,0.09092096657016255,10
11,11,0.09561399820047811,10
12,12,0.09987554288500124,10
13,13,0.1037679790232003,10
14,14,0.1074967556086068,10
15,15,0.11101417471671983,10
16,16,0.11434562163435821,10
17,17,0.1182848515470903,10
18,18,0.1218094256795348,10
19,19,0.12498154239873485,10
20,20,0.12785155276372537,10
21,21,0.13046065309553492,10
22,22,0.1328428751376219,10
23,23,0.13502657867620166,10
24,24,0.13703558593169501,10
25,25,0.13889005416753505,10
26,26,0.14060715438590543,10
27,27,0.14220160458867795,10
28,28,0.14368609270850066,10
29,29,0.1450716149536685,10
30,30,0.14636774866689,10
0,0,0.0,25
1,1,0.004339284677402602,25
2,2,0.009332122401350883,25
3,3,0.025789594058724857,25
4,4,0.04225537258998534,25
5,5,0.054248731118428234,25
6,6,0.06319613243181281,25
7,7,0.07041851906699335,25
8,8,0.07799181842179641,25
9,9,0.08444825459437462,25
10,10,0.09077978278526544,25
11,11,0.09626024395885158,25
12,12,0.10125178822616558,25
13,13,0.1061100179100564,25
14,14,0.11057870436797225,25
15,15,0.11465309156990088,25
16,16,0.1185214666105261,25
17,17,0.12229535123281002,25
18,18,0.125952510051933,25
19,19,0.1298472576126562,25
20,20,0.13353086586857285,25
21,21,0.1370648658073206,25
22,22,0.1404922817437236,25
23,23,0.14379144355898174,25
24,24,0.14682666653366566,25
25,25,0.14991641595524027,25
26,26,0.1529467732701091,25
27,27,0.15598522897052286,25
28,28,0.15887505923888912,25
29,29,0.1618298446445791,25
30,30,0.16566332778622456,25
0,0,0.0,50
1,1,0.004339284677402602,50
2,2,0.02440044996373658,50
3,3,0.04250435424285337,50
4,4,0.05562718073728815,50
5,5,0.06719858081063901,50
6,6,0.07663261261883024,50
7,7,0.08412758269003734,50
8,8,0.09070844055988876,50
9,9,0.09637092354450567,50
10,10,0.10142250076515902,50
11,11,0.1072839484942558,50
12,12,0.11253415295467072,50
13,13,0.11722468653156047,50
14,14,0.12145316577647328,50
15,15,0.12539532554881622,50
16,16,0.12911456565389157,50
17,17,0.1327166668019869,50
18,18,0.13615411696260465,50
19,19,0.13948015049024562,50
20,20,0.1427888222259682,50
21,21,0.14631826683220298,50
22,22,0.14984787468985192,50
23,23,0.15333484533232625,50
24,24,0.15665688457235002,50
25,25,0.15983824710215724,50
26,26,0.16284938503316063,50
27,27,0.16614754087751088,50
28,28,0.16947644920047578,50
29,29,0.17298563338425135,50
30,30,0.1773377476408801,50
0,0,0.0,75
1,1,0.004339284677402602,75
2,2,0.02440044996373658,75
3,3,0.04250435424285337,75
4,4,0.05562718073728815,75
5,5,0.06719858081063901,75
6,6,0.07790719433499675,75
7,7,0.08635810069332875,75
8,8,0.09391157945547278,75
9,9,0.10035215915392377,75
10,10,0.1062365362099485,75
11,11,0.11240048820000482,75
12,12,0.11797037085048594,75
13,13,0.12314408046021438,75
14,14,0.12894940215815423,75
15,15,0.13426510445418466,75
16,16,0.13911219568900432,75
17,17,0.14367886387893844,75
18,18,0.14809574959756344,75
19,19,0.15245991493568992,75
20,20,0.15698302131162578,75
21,21,0.16120631129766408,75
22,22,0.16524038846757455,75
23,23,0.169099786162022,75
24,24,0.17281346538227832,75
25,25,0.17638895549002317,75
26,26,0.17996117388589786,75
27,27,0.18338004297577024,75
28,28,0.18770620387413417,75
29,29,0.19195670290601205,75
30,30,0.19602931438791132,75
0,0,0.0,100
1,1,0.004339284677402602,100
2,2,0.02440044996373658,100
3,3,0.04250435424285337,100
4,4,0.05562718073728815,100
5,5,0.06719858081063901,100
6,6,0.0759432336802481,100
7,7,0.08463963512042368,100
8,8,0.09238405450177939,100
9,9,0.09897738669559972,100
10,10,0.10574680879240078,100
11,11,0.11195157140058609,100
12,12,0.11755598611256093,100
13,13,0.12262953679177717,100
14,14,0.1273995035624596,100
15,15,0.13173978802127406,100
16,16,0.13673542728155907,100
17,17,0.14184633398349294,100
18,18,0.14666380669899692,100
19,19,0.15131390561420027,100
20,20,0.15582109470147915,100
21,21,0.160361361483468,100
22,22,0.1648450556682091,100
23,23,0.1690606764430668,100
24,24,0.17310283496398138,100
25,25,0.1769831292497759,100
26,26,0.18072695112677517,100
27,27,0.18436310049436413,100
28,28,0.18891933272503134,100
29,29,0.1933803875688723,100
30,30,0.19764558907516494,100
0,0,0.0,5
1,1,0.005319614247221121,5
2,2,0.009125170680162786,5
3,3,0.012051620196917835,5
4,4,0.014603083284442398,5
5,5,0.0167482281013717,5
6,6,0.019520270021293373,5
7,7,0.023040271519111193,5
8,8,0.026208418348320276,5
9,9,0.02920621886161116,5
10,10,0.03189743650103296,5
11,11,0.03445484561432855,5
12,12,0.03914968558331152,5
13,13,0.04341351767961902,5
14,14,0.04765031081460003,5
15,15,0.0513802763877965,5
16,16,0.05467142248179339,5
17,17,0.05759688567645729,5
18,18,0.06021440537694605,5
19,19,0.06257017310738593,5
20,20,0.06470158200635534,5
21,21,0.06663922645996391,5
22,22,0.06840838009151955,5
23,23,0.07003010425377888,5
24,24,0.07152209048305748,5
25,25,0.07289930854085311,5
26,26,0.07417451044621942,5
27,27,0.07535862650120242,5
28,28,0.07646107937997972,5
29,29,0.07749003540017184,5
30,30,0.07845260716099674,5
0,0,0.0,10
1,1,0.004339284677402602,10
2,2,0.009332122401350883,10
3,3,0.02005111508006111,10
4,4,0.027701921697608017,10
5,5,0.04212085537478046,10
6,6,0.05300504874435176,10
7,7,0.061652357643799865,10
8,8,0.06882003866418812,10
9,9,0.07482068513564649,10
10,10,0.08133057658929094,10
11,11,0.08771705984621092,10
12,12,0.0933227910185295,10
13,13,0.09839747009232609,10
14,14,0.10301922993765042,10
15,15,0.10739639348884107,10
16,16,0.1115130317928592,10
17,17,0.11539870103721515,10
18,18,0.11911918565054606,10
19,19,0.12287372579117979,10
20,20,0.12635481738946316,10
21,21,0.12958116051853985,10
22,22,0.13252695207117507,10
23,23,0.135227260994424,10
24,24,0.13771154520381304,10
25,25,0.14000473062786445,10
26,26,0.14212805046494909,10
27,27,0.14409970459938484,10
28,28,0.14593538258661812,10
29,29,0.1476486820413692,10
30,30,0.14925144604742663,10
0,0,0.0,25
1,1,0.004339284677402602,25
2,2,0.009332122401350883,25
3,3,0.025789594058724857,25
4,4,0.04225537258998534,25
5,5,0.05605540735455333,25
6,6,0.06687870794784663,25
7,7,0.07532931046175129,25
8,8,0.0823569663282479,25
9,9,0.08837688771018096,25
10,10,0.09365439711159501,25
11,11,0.09901389532498965,25
12,12,0.10373733628817937,25
13,13,0.10836576313996367,25
14,14,0.11262884860919865,25
15,15,0.1166494588736355,25
16,16,0.1204679386696465,25
17,17,0.1241195224049472,25
18,18,0.12747971105715888,25
19,19,0.13085701304389916,25
20,20,0.1342000921057645,25
21,21,0.13748152666130162,25
22,22,0.14063673729196083,25
23,23,0.14403177218844646,25
24,24,0.14728697451247266,25
25,25,0.15044644007242286,25
26,26,0.15352282794401068,25
27,27,0.15670090602468972,25
28,28,0.15981759637435966,25
29,29,0.16293608968155143,25
30,30,0.1669227189246018,25
0,0,0.0,50
1,1,0.004339284677402602,50
2,2,0.02440044996373658,50
3,3,0.04250435424285337,50
4,4,0.05562718073728815,50
5,5,0.06719858081063901,50
6,6,0.07663261261883024,50
7,7,0.08412758269003734,50
8,8,0.09039900017734927,50
9,9,0.09579380746373173,50
10,10,0.10082255254624585,50
11,11,0.10523525816096409,50
12,12,0.10932331695538987,50
13,13,0.11424319596079968,50
14,14,0.11893800367586772,50
15,15,0.12319910118743509,50
16,16,0.12718688410521264,50
17,17,0.13099233783992817,50
18,18,0.13467774270701627,50
19,19,0.13822624861235738,50
20,20,0.1416308888854811,50
21,21,0.14507962385319714,50
22,22,0.14878042901472768,50
23,23,0.15224644461662692,50
24,24,0.15567661587241852,50
25,25,0.15908475354795676,50
26,26,0.16268733301201627,50
27,27,0.16613439452234605,50
28,28,0.16949287930439264,50
29,29,0.17278235068969278,50
30,30,0.17631310706419032,50
0,0,0.0,75
1,1,0.004339284677402602,75
2,2,0.02440044996373658,75
3,3,0.04250435424285337,75
4,4,0.05562718073728815,75
5,5,0.06719858081063901,75
6,6,0.07790719433499675,75
7,7,0.08635810069332875,75
8,8,0.09391157945547278,75
9,9,0.100487360363639,75
10,10,0.10622917809644389,75
11,11,0.11166231478549787,75
12,12,0.11778432279489956,75
13,13,0.12330152487191022,75
14,14,0.12853395541977897,75
15,15,0.13386646292855478,75
16,16,0.1387283822922674,75
17,17,0.14330592186921387,75
18,18,0.14774180931467615,75
19,19,0.1519258300913529,75
20,20,0.1559633868767243,75
21,21,0.16033330291189574,75
22,22,0.1644297589515795,75
23,23,0.16838041201047452,75
24,24,0.17217004670180625,75
25,25,0.1758249338605016,75
26,26,0.17944195787503417,75
27,27,0.18319425046130253,75
28,28,0.18783084013217305,75
29,29,0.19237107268505713,75
30,30,0.19676827628813254,75
0,0,0.0,100
1,1,0.004339284677402602,100
2,2,0.02440044996373658,100
3,3,0.04250435424285337,100
4,4,0.05562718073728815,100
5,5,0.06719858081063901,100
6,6,0.07790719433499675,100
7,7,0.08635810069332875,100
8,8,0.09391157945547278,100
9,9,0.10035215915392377,100
10,10,0.10610626790579367,100
11,11,0.11154964711073517,100
12,12,0.11644610128148022,100
13,13,0.12083342032436725,100
14,14,0.12595720353104453,100
15,15,0.1307283264972393,100
16,16,0.13533595448016958,100
17,17,0.14010196226889926,100
18,18,0.14487900172474633,100
19,19,0.14950152166779335,100
20,20,0.15441653910539935,100
21,21,0.15908804648006428,100
22,22,0.1636113100108512,100
23,23,0.16785972875466112,100
24,24,0.1719560196205838,100
25,25,0.1758862822248473,100
26,26,0.179676371063392,100
27,27,0.18342029175007615,100
28,28,0.1871260960377527,100
29,29,0.19168982006045082,100
30,30,0.19605106692760985,100
