,# of features removed,AOPC-global,aggregation
8,8,0.09238405450177939,probabilistic α=0.5
9,9,0.09897738669559972,probabilistic α=0.5
10,10,0.10574680879240078,probabilistic α=0.5
11,11,0.11195157140058609,probabilistic α=0.5
12,12,0.11755598611256093,probabilistic α=0.5
13,13,0.12262953679177717,probabilistic α=0.5
14,14,0.1273995035624596,probabilistic α=0.5
15,15,0.13173978802127406,probabilistic α=0.5
16,16,0.13673542728155907,probabilistic α=0.5
17,17,0.14184633398349294,probabilistic α=0.5
18,18,0.14666380669899692,probabilistic α=0.5
19,19,0.15131390561420027,probabilistic α=0.5
20,20,0.15582109470147915,probabilistic α=0.5
21,21,0.160361361483468,probabilistic α=0.5
22,22,0.1648450556682091,probabilistic α=0.5
23,23,0.1690606764430668,probabilistic α=0.5
24,24,0.17310283496398138,probabilistic α=0.5
25,25,0.1769831292497759,probabilistic α=0.5
26,26,0.18072695112677517,probabilistic α=0.5
27,27,0.18436310049436413,probabilistic α=0.5
28,28,0.18891933272503134,probabilistic α=0.5
