# of features removed,AOPC-global,percent
0,0.0,75
1,0.0080132549809156,75
2,0.0128676026080667,75
3,0.0166065920647025,75
4,0.0205585283216766,75
5,0.0250510251380092,75
6,0.0287638951181729,75
7,0.0316610860405439,75
8,0.0340505798192987,75
9,0.0360414738568722,75
10,0.0377312044597629,75
11,0.0393178511218419,75
12,0.040784855056077,75
13,0.0420979266554281,75
14,0.0433504995914591,75
15,0.0444898890913681,75
16,0.0455228042518389,75
17,0.0464574678459209,75
18,0.0474148329355786,75
19,0.0483830253863247,75
20,0.0493105984772338,75
21,0.050213289305269,75
22,0.0510800844404256,75
23,0.0519275405139717,75
24,0.0527692330419487,75
25,0.0536059526744369,75
26,0.0546143852853449,75
27,0.0555741135513883,75
28,0.0564999604092111,75
29,0.0573852639554577,75
30,0.0582422731644553,75
0,0.0,100
1,0.0080132549809156,100
2,0.0128676026080667,100
3,0.0166065920647025,100
4,0.0205585283216766,100
5,0.0250510251380092,100
6,0.0287638951181729,100
7,0.0316610860405439,100
8,0.0339989978238231,100
9,0.035935771021519,100
10,0.0376351109730782,100
11,0.0392297654257143,100
12,0.0407035451827284,100
13,0.0420890453730867,100
14,0.0433422103946071,100
15,0.0444821179693194,100
16,0.0455154902546166,100
17,0.0465577479804179,100
18,0.04750983516826,100
19,0.048473277507372,100
20,0.0493965528782311,100
21,0.0502953366880393,100
22,0.0511585645456841,100
23,0.0520144566847573,100
24,0.0528526725659028,100
25,0.0536861829859312,100
26,0.0544794809812257,100
27,0.05544198278417,100
28,0.05636878270207,100
29,0.0572559297462639,100
30,0.0581171110265259,100
0,0.0,5
1,0.0080132549809156,5
2,0.0130618669252088,5
3,0.017494755323035,5
4,0.0223153675095732,5
5,0.0258136777542459,5
6,0.0284167362743506,5
7,0.0305566410638563,5
8,0.0328890710830473,5
9,0.0349527909236078,5
10,0.0368003879603623,5
11,0.0383987733843956,5
12,0.039812844431999,5
13,0.0411153496267657,5
14,0.0423100083830239,5
15,0.0437172137903587,5
16,0.0451990307652991,5
17,0.0465633068869001,5
18,0.0478099175213746,5
19,0.0490131411142366,5
20,0.0501205805335934,5
21,0.0512171723635608,5
22,0.0522499817010915,5
23,0.0532762290389416,5
24,0.05422255340206,5
25,0.055121566450039,5
26,0.0559731601921717,5
27,0.0567965879810678,5
28,0.0575807999267406,5
29,0.0583616544456635,5
30,0.0591200826929336,5
0,0.0,10
1,0.0080132549809156,10
2,0.0128676026080667,10
3,0.0173490570851785,10
4,0.022198808919288,10
5,0.0257165455956749,10
6,0.0290821175276056,10
7,0.0317002201137381,10
8,0.033811385650308,10
9,0.035613457269408,10
10,0.0372292961410319,10
11,0.0387410816297944,10
12,0.0401554467746943,10
13,0.0417536927691415,10
14,0.0432180524809626,10
15,0.0446595162782014,10
16,0.0460364534973835,10
17,0.0475003472877412,10
18,0.0488361903857484,10
19,0.0501208633124336,10
20,0.05132218496546,10
21,0.0524742300345746,10
22,0.0535877448330281,10
23,0.0546709425829231,10
24,0.055724058036571,10
25,0.0567215313464298,10
26,0.0576953224646297,10
27,0.0586839474767239,10
28,0.0596630222525231,10
29,0.0606098808186773,10
30,0.0615145557773798,10
0,0.0,25
1,0.0080132549809156,25
2,0.0128676026080667,25
3,0.0173490570851785,25
4,0.022198808919288,25
5,0.0264179256360186,25
6,0.0296833004193288,25
7,0.0322262551439959,25
8,0.0346153256683694,25
9,0.0366473605681208,25
10,0.0384524869181332,25
11,0.0400205360503752,25
12,0.0414795517198801,25
13,0.0428759748363099,25
14,0.0441476328859284,25
15,0.0456241817580765,25
16,0.046993988633408,25
17,0.0482768177464579,25
18,0.0495664344922634,25
19,0.0507972254279906,25
20,0.0519543420252052,25
21,0.0530814899727461,25
22,0.0541761122353529,25
23,0.0552198014581882,25
24,0.0561999352380477,25
25,0.0571856801464772,25
26,0.0581502385766567,25
27,0.0591327281764017,25
28,0.0600697469456836,25
29,0.060992619999275,25
30,0.0618821102547152,25
0,0.0,50
1,0.0080132549809156,50
2,0.0128676026080667,50
3,0.0166065920647025,50
4,0.0205585283216766,50
5,0.0250510251380092,50
6,0.0287638951181729,50
7,0.0317836595876605,50
8,0.0342370077619868,50
9,0.0363288220222092,50
10,0.0381146791733779,50
11,0.0396693696093224,50
12,0.0411093336599051,50
13,0.0423992282161256,50
14,0.0436317143814434,50
15,0.0447697744574459,50
16,0.0458980001573818,50
17,0.0469520681449824,50
18,0.0480067099432071,50
19,0.0490852608875269,50
20,0.0500833997647976,50
21,0.0510070802252392,50
22,0.0519146070997541,50
23,0.0530094966057213,50
24,0.0540669434146109,50
25,0.0551015996748148,50
26,0.0561211732063291,50
27,0.0571037074153044,50
28,0.0580417894548995,50
29,0.0589739045743747,50
30,0.0598657878183446,50
0,0.0,75
1,0.0080132549809156,75
2,0.0128676026080667,75
3,0.0166065920647025,75
4,0.0205585283216766,75
5,0.0250510251380092,75
6,0.0287638951181729,75
7,0.0316610860405439,75
8,0.0339989978238231,75
9,0.0360615312873392,75
10,0.0378693748266155,75
11,0.0394445072914568,75
12,0.0409017684434138,75
13,0.0422064890865265,75
14,0.043451824527151,75
15,0.0446692091141036,75
16,0.0457637721707456,75
17,0.0468542886701236,75
18,0.0478844081944412,75
19,0.0488352790067036,75
20,0.0497395039916034,75
21,0.0506283047783848,75
22,0.051482194399207,75
23,0.0523734596647859,75
24,0.0532436653406379,75
25,0.0540662871603238,75
26,0.0550620910566767,75
27,0.0560470382591732,75
28,0.057019392870045,75
29,0.0579496902357509,75
30,0.0588549413284191,75
0,0.0,100
1,0.0080132549809156,100
2,0.0128676026080667,100
3,0.0166065920647025,100
4,0.0205585283216766,100
5,0.0250510251380092,100
6,0.0287638951181729,100
7,0.0316610860405439,100
8,0.0339989978238231,100
9,0.0360615312873392,100
10,0.0378693748266155,100
11,0.0394445072914568,100
12,0.0409017684434138,100
13,0.0422064890865265,100
14,0.0434719438413708,100
15,0.0446880709711847,100
16,0.0457890423969371,100
17,0.0468227284747455,100
18,0.0477671531625773,100
19,0.0487238867264329,100
20,0.0496334161056313,100
21,0.0505270390690478,100
22,0.0513853315467977,100
23,0.0524294679733902,100
24,0.0534995649665292,100
25,0.0545476852378897,100
26,0.0555398911281824,100
27,0.0565077740424108,100
28,0.0574323299552147,100
29,0.0583559581990821,100
30,0.0592481038735783,100
0,0.0,5
1,0.0080132549809156,5
2,0.0130618669252088,5
3,0.017494755323035,5
4,0.0223153675095732,5
5,0.0258136777542459,5
6,0.0284167362743506,5
7,0.03111801151714,5
8,0.0334377161153977,5
9,0.0354465714527231,5
10,0.0372492793504671,5
11,0.0388102571586584,5
12,0.0401926756082415,5
13,0.0414333453398455,5
14,0.0427076002322772,5
15,0.0439072924767142,5
16,0.0449893854743756,5
17,0.0460912262282268,5
18,0.0471135981132648,5
19,0.0480564080488665,5
20,0.049199572323746,5
21,0.0502767736863471,5
22,0.0512791726459667,5
23,0.0522558038392559,5
24,0.0533346815910048,5
25,0.0543625989070743,5
26,0.0554098385546968,5
27,0.0564435525355665,5
28,0.0574236369781462,5
29,0.0584126676025122,5
30,0.0594033379198249,5
0,0.0,10
1,0.0080132549809156,10
2,0.0130618669252088,10
3,0.017494755323035,10
4,0.0223153675095732,10
5,0.0258136777542459,10
6,0.0291653736635236,10
7,0.0317730692326664,10
8,0.0338761404226887,10
9,0.0357130164846696,10
10,0.0373198045185425,10
11,0.0388019685839207,10
12,0.0404650442864675,10
13,0.0420411761729309,10
14,0.0434863703244994,10
15,0.0449110642565171,10
16,0.0461948365084913,10
17,0.0474352028567344,10
18,0.0485879294424426,10
19,0.0496952430395468,10
20,0.0509048367723534,10
21,0.0520627968478394,10
22,0.0531819730587897,10
23,0.0542625391061746,10
24,0.0554081088005477,10
25,0.0564847014052296,10
26,0.0575346224672817,10
27,0.0585390669174917,10
28,0.0595060480968078,10
29,0.0604233264123255,10
30,0.0613775110003857,10
0,0.0,25
1,0.0080132549809156,25
2,0.0128676026080667,25
3,0.0173490570851785,25
4,0.022198808919288,25
5,0.0264179256360186,25
6,0.0296833004193288,25
7,0.0322262551439959,25
8,0.0343296592718045,25
9,0.0363902608112124,25
10,0.0381437264350062,25
11,0.0397476253749535,25
12,0.041227634173337,25
13,0.0428865870216473,25
14,0.0444663096138347,25
15,0.0459194715470876,25
16,0.047269640380802,25
17,0.0485371555078856,25
18,0.0497194188646127,25
19,0.050917602187356,25
20,0.0520697495367445,25
21,0.0531594360948284,25
22,0.0542170629536578,25
23,0.0552590458965637,25
24,0.0562376098988881,25
25,0.0572219057819007,25
26,0.0581623865190928,25
27,0.0590580344640121,25
28,0.0599322478710945,25
29,0.0607678576901871,25
30,0.0615715167252316,25
0,0.0,50
1,0.0080132549809156,50
2,0.0128676026080667,50
3,0.0166065920647025,50
4,0.0205585283216766,50
5,0.0250510251380092,50
6,0.0287638951181729,50
7,0.0316610860405439,50
8,0.0341280534978832,50
9,0.0362307631845159,50
10,0.0380255347754749,50
11,0.0395876539112446,50
12,0.0410339037847565,50
13,0.0423291861892018,50
14,0.0435153496601391,50
15,0.044660682531223,50
16,0.0457953254032897,50
17,0.0471149530784899,50
18,0.0483203603602963,50
19,0.0494868072543316,50
20,0.0505768914147421,50
21,0.0516312669357322,50
22,0.0526470616296415,50
23,0.0536333194327945,50
24,0.05459804697152,50
25,0.0555896919384931,50
26,0.0565246527248064,50
27,0.0574141126797657,50
28,0.0583393267933757,50
29,0.0592256263616373,50
30,0.0600815635346397,50
0,0.0,75
1,0.0080132549809156,75
2,0.0128676026080667,75
3,0.0166065920647025,75
4,0.0205585283216766,75
5,0.0250510251380092,75
6,0.0287638951181729,75
7,0.0316610860405439,75
8,0.0339989978238231,75
9,0.0359950500609441,75
10,0.0378089373480745,75
11,0.0393891062694609,75
12,0.0407843520568166,75
13,0.0420974595846862,75
14,0.0433500636587667,75
15,0.0444753869254226,75
16,0.0455244370408726,75
17,0.0465740798959248,75
18,0.0475527208098727,75
19,0.048548418115135,75
20,0.0497170685365119,75
21,0.0508448759207651,75
22,0.0519504494878437,75
23,0.0530186670728257,75
24,0.0540180178191328,75
25,0.0549895352757149,75
26,0.0559467240865756,75
27,0.0568673682949007,75
28,0.0577450169882927,75
29,0.0585844356959822,75
30,0.0594009898926359,75
0,0.0,100
1,0.0080132549809156,100
2,0.0128676026080667,100
3,0.0166065920647025,100
4,0.0205585283216766,100
5,0.0250510251380092,100
6,0.0287638951181729,100
7,0.0316610860405439,100
8,0.0339989978238231,100
9,0.0359950500609441,100
10,0.0378089373480745,100
11,0.0393891062694609,100
12,0.0407843520568166,100
13,0.0420974595846862,100
14,0.0433500636587667,100
15,0.0444753869254226,100
16,0.0455091551544785,100
17,0.0465517648302874,100
18,0.0475394368424529,100
19,0.0485357983460863,100
20,0.0494984900568109,100
21,0.050441506707105,100
22,0.0515646180660818,100
23,0.0526489119603039,100
24,0.0537078385040046,100
25,0.0547020821065773,100
26,0.0556699173311098,100
27,0.0565899035501296,100
28,0.0574771199933413,100
29,0.0583733992146304,100
30,0.0592314797060204,100
